source,target,Fisher_Z
Frontal_Mid_L,Putamen_L,0.409
Frontal_Sup_L,Putamen_L,0.4089
Cingulum_Ant_R,Postcentral_L,0.4089
Angular_R,Caudate_L,0.4089
Hippocampus_R,Angular_R,0.4089
Frontal_Sup_Medial_R,Lingual_R,0.4088
ParaHippocampal_L,Thalamus_L,0.4076
SupraMarginal_L,Thalamus_R,0.4074
Hippocampus_L,Cerebelum_4_5_L,0.4074
Occipital_Sup_R,Parietal_Sup_R,0.407
Rolandic_Oper_L,Cuneus_R,0.4069
Frontal_Mid_L,Cingulum_Ant_R,0.4066
Hippocampus_R,Cerebelum_4_5_L,0.4064
Frontal_Sup_Orb_R,Frontal_Mid_Orb_L,0.4063
Cingulum_Ant_R,Vermis_4_5,0.4059
Occipital_Sup_R,SupraMarginal_R,0.4058
ParaHippocampal_L,ParaHippocampal_R,0.4056
Cingulum_Mid_R,Hippocampus_L,0.4054
Cingulum_Post_L,Occipital_Sup_R,0.4054
Thalamus_R,Temporal_Sup_R,0.4053
Frontal_Sup_Medial_R,SupraMarginal_L,0.4053
SupraMarginal_L,Putamen_R,0.4053
Occipital_Sup_L,Temporal_Sup_R,0.4052
Occipital_Sup_R,Precuneus_L,0.4052
Rolandic_Oper_R,Heschl_L,0.4052
Frontal_Sup_Medial_L,Putamen_R,0.4052
Paracentral_Lobule_R,Thalamus_L,0.4042
Rolandic_Oper_L,Precuneus_L,0.4041
Cingulum_Ant_R,Lingual_L,0.4039
Frontal_Inf_Oper_L,Thalamus_L,0.4037
Calcarine_R,Thalamus_L,0.4034
Supp_Motor_Area_L,Cingulum_Ant_R,0.4034
Hippocampus_L,Temporal_Sup_L,0.4034
Paracentral_Lobule_L,Caudate_R,0.4033
Precuneus_R,Putamen_L,0.4033
Lingual_R,Thalamus_R,0.4032
Parietal_Sup_R,SupraMarginal_L,0.4032
Insula_L,Cerebelum_4_5_L,0.403
Heschl_L,Heschl_R,0.403
Rolandic_Oper_R,Cingulum_Mid_R,0.4029
Precentral_L,Putamen_R,0.4029
ParaHippocampal_R,Cerebelum_4_5_L,0.4029
Frontal_Inf_Tri_R,Rolandic_Oper_L,0.4028
Frontal_Sup_R,Occipital_Sup_L,0.4028
Rolandic_Oper_L,Occipital_Mid_L,0.4028
Occipital_Sup_L,Postcentral_R,0.4028
Insula_R,Heschl_L,0.4027
Lingual_L,Postcentral_L,0.4022
Lingual_R,Fusiform_L,0.4021
Rolandic_Oper_R,Cingulum_Mid_L,0.402
Cingulum_Ant_R,Cuneus_L,0.4019
Supp_Motor_Area_L,Temporal_Sup_L,0.4014
Frontal_Sup_Medial_L,Lingual_R,0.4012
Lingual_R,SupraMarginal_L,0.4012
ParaHippocampal_R,Cerebelum_4_5_R,0.4011
Lingual_L,Postcentral_R,0.401
Frontal_Sup_Medial_L,Occipital_Mid_L,0.401
Lingual_L,Putamen_R,0.4008
Lingual_L,Angular_L,0.4007
Insula_R,Occipital_Sup_R,0.4007
Cingulum_Post_R,Hippocampus_L,0.4005
Frontal_Sup_L,Thalamus_L,0.4005
Lingual_R,Temporal_Sup_L,0.4004
Calcarine_R,Parietal_Inf_R,0.4001
Precuneus_L,Caudate_R,0.4
Rolandic_Oper_R,Cingulum_Post_L,0.3998
Cingulum_Post_R,Putamen_R,0.3997
Thalamus_R,Heschl_R,0.3996
Precentral_R,Occipital_Sup_L,0.3995
Hippocampus_L,Temporal_Sup_R,0.3995
Precentral_L,Calcarine_L,0.3992
Occipital_Mid_L,Precuneus_L,0.399
Calcarine_L,Parietal_Inf_R,0.3988
Frontal_Sup_L,Thalamus_R,0.3987
Precuneus_L,Temporal_Sup_R,0.3986
Frontal_Sup_R,Thalamus_L,0.3979
Parietal_Inf_R,Thalamus_L,0.3976
Frontal_Sup_Medial_R,Lingual_L,0.3975
Cingulum_Mid_L,Occipital_Sup_L,0.3974
Calcarine_R,Temporal_Sup_R,0.3972
Cingulum_Mid_R,Occipital_Sup_L,0.3972
Thalamus_L,Vermis_4_5,0.3971
Frontal_Inf_Oper_R,Occipital_Sup_R,0.3971
Hippocampus_L,Heschl_L,0.397
Supp_Motor_Area_L,Calcarine_L,0.3965
Calcarine_L,Temporal_Mid_L,0.3962
Frontal_Sup_Medial_R,Vermis_4_5,0.3962
Frontal_Mid_R,Thalamus_R,0.396
SupraMarginal_R,Putamen_L,0.3958
Frontal_Mid_L,Cuneus_L,0.3958
Lingual_L,Thalamus_L,0.3956
Cingulum_Ant_L,SupraMarginal_R,0.3956
Supp_Motor_Area_R,Temporal_Sup_R,0.3955
Frontal_Inf_Oper_L,Angular_R,0.3955
Lingual_R,Postcentral_L,0.3954
Postcentral_R,Temporal_Sup_R,0.3953
Cingulum_Ant_R,Precuneus_L,0.3947
Cuneus_R,Postcentral_R,0.3946
Hippocampus_R,Heschl_R,0.3946
Frontal_Sup_Medial_L,Lingual_L,0.3945
Occipital_Mid_L,Postcentral_L,0.3945
Frontal_Mid_L,Rolandic_Oper_L,0.3944
Parietal_Sup_L,Thalamus_R,0.3943
Frontal_Inf_Orb_L,Temporal_Pole_Sup_L,0.3941
Frontal_Mid_R,Rolandic_Oper_L,0.3941
Frontal_Inf_Oper_L,Occipital_Sup_L,0.394
Lingual_L,Parietal_Inf_L,0.394
Rolandic_Oper_R,Parietal_Inf_R,0.3939
Insula_R,Occipital_Sup_L,0.3938
Calcarine_R,Caudate_R,0.3934
Occipital_Sup_L,SupraMarginal_R,0.3933
Lingual_L,Occipital_Sup_L,0.3931
Frontal_Sup_R,Vermis_4_5,0.393
Insula_L,Angular_R,0.393
Frontal_Inf_Orb_R,Putamen_R,0.393
Rolandic_Oper_L,Parietal_Inf_R,0.3927
Frontal_Sup_Medial_R,Occipital_Sup_R,0.3927
Lingual_L,SupraMarginal_R,0.3925
Rolandic_Oper_R,Precuneus_R,0.3925
Supp_Motor_Area_R,Cuneus_R,0.3924
Calcarine_L,Temporal_Sup_L,0.3919
Caudate_L,Temporal_Sup_L,0.3918
Precuneus_R,Putamen_R,0.3914
Frontal_Sup_R,Occipital_Mid_L,0.3913
Calcarine_R,Parietal_Sup_L,0.3913
Rolandic_Oper_R,Cerebelum_4_5_R,0.3912
Insula_L,Occipital_Sup_L,0.3912
Lingual_R,SupraMarginal_R,0.3911
Rolandic_Oper_R,Pallidum_L,0.391
Paracentral_Lobule_L,Thalamus_R,0.3904
Occipital_Mid_L,SupraMarginal_L,0.3904
Paracentral_Lobule_R,Caudate_L,0.3904
Cingulum_Mid_R,Lingual_L,0.3903
Insula_R,Temporal_Pole_Sup_L,0.3903
Temporal_Sup_L,Vermis_4_5,0.3901
Cuneus_R,Occipital_Mid_R,0.3899
Cuneus_R,Parietal_Sup_L,0.3897
Frontal_Inf_Tri_L,Putamen_R,0.3895
Frontal_Inf_Oper_L,Thalamus_R,0.3892
Precentral_R,Cuneus_R,0.3888
Occipital_Sup_R,Temporal_Sup_R,0.3885
Frontal_Sup_Medial_L,Vermis_4_5,0.3879
Frontal_Mid_R,Thalamus_L,0.3877
Precuneus_R,Temporal_Sup_L,0.3876
Insula_L,Thalamus_R,0.3875
Cingulum_Post_R,Occipital_Mid_L,0.3875
Lingual_L,Precuneus_R,0.3874
Rolandic_Oper_L,Thalamus_R,0.3872
Frontal_Sup_R,Thalamus_R,0.387
Occipital_Sup_L,Temporal_Mid_L,0.3869
Occipital_Sup_R,Parietal_Sup_L,0.3869
Postcentral_L,Heschl_L,0.3869
Frontal_Mid_L,Calcarine_R,0.3869
Parietal_Inf_R,Thalamus_R,0.3869
Frontal_Sup_R,Lingual_R,0.3867
Hippocampus_R,Calcarine_L,0.3862
Insula_R,Cerebelum_4_5_L,0.386
Angular_L,Putamen_L,0.3852
Parietal_Inf_L,Caudate_R,0.385
Calcarine_L,Temporal_Mid_R,0.3847
Rolandic_Oper_L,Heschl_R,0.3846
Cingulum_Mid_L,Hippocampus_L,0.3845
Frontal_Inf_Oper_L,Cuneus_R,0.3842
Lingual_R,Precuneus_R,0.3841
Cingulum_Ant_R,Paracentral_Lobule_L,0.3838
Frontal_Mid_L,Thalamus_L,0.3836
Insula_R,Occipital_Mid_L,0.3836
Rolandic_Oper_L,Occipital_Sup_L,0.3835
Calcarine_L,SupraMarginal_L,0.3833
Cuneus_L,SupraMarginal_L,0.3832
Precentral_L,Occipital_Sup_L,0.3829
Cuneus_L,Paracentral_Lobule_R,0.3827
Occipital_Sup_R,Postcentral_R,0.3826
SupraMarginal_L,Temporal_Mid_L,0.3825
Rolandic_Oper_R,Cingulum_Post_R,0.3824
Occipital_Sup_R,Postcentral_L,0.3824
Frontal_Inf_Tri_R,Rolandic_Oper_R,0.3823
Frontal_Inf_Tri_R,Calcarine_L,0.3822
Rolandic_Oper_R,Supp_Motor_Area_R,0.3822
Calcarine_R,Temporal_Mid_R,0.3821
Rolandic_Oper_L,Temporal_Sup_R,0.3819
Hippocampus_L,Lingual_R,0.3818
Precuneus_L,Putamen_L,0.3815
Cingulum_Post_L,Temporal_Mid_L,0.3815
Cuneus_L,Putamen_L,0.3812
Calcarine_R,Caudate_L,0.3811
Hippocampus_R,Cuneus_L,0.3807
Frontal_Sup_R,Occipital_Sup_R,0.3806
Lingual_R,Postcentral_R,0.3805
Cingulum_Post_L,Temporal_Sup_L,0.3802
Supp_Motor_Area_R,Putamen_L,0.3799
Paracentral_Lobule_R,Thalamus_R,0.3799
Frontal_Sup_R,Putamen_R,0.3798
Hippocampus_R,Postcentral_L,0.3798
Cingulum_Mid_R,Temporal_Sup_R,0.3798
Cingulum_Post_R,Occipital_Sup_R,0.3797
Cingulum_Ant_L,Lingual_L,0.3793
Cingulum_Ant_L,Parietal_Inf_L,0.3791
Calcarine_L,Putamen_R,0.3791
Cingulum_Post_R,Cerebelum_4_5_L,0.3791
Rolandic_Oper_R,Cuneus_L,0.379
Lingual_R,Angular_L,0.3789
Cingulum_Ant_R,Precuneus_R,0.3782
Hippocampus_R,Parietal_Inf_L,0.378
Cingulum_Post_R,Temporal_Sup_L,0.3778
Putamen_R,Vermis_4_5,0.3776
Frontal_Sup_L,Lingual_L,0.3773
Frontal_Inf_Oper_L,Lingual_R,0.3773
Cingulum_Mid_R,Hippocampus_R,0.377
Cingulum_Mid_R,Lingual_R,0.377
Rolandic_Oper_R,Cerebelum_4_5_L,0.3769
Lingual_L,Precuneus_L,0.3768
Occipital_Mid_R,Temporal_Mid_R,0.3767
Cuneus_R,SupraMarginal_R,0.3766
Calcarine_R,Vermis_3,0.3766
Calcarine_R,Fusiform_L,0.3762
Supp_Motor_Area_L,Cuneus_R,0.3761
Angular_L,Caudate_L,0.3761
Frontal_Sup_Medial_L,Occipital_Sup_R,0.3761
Calcarine_L,Paracentral_Lobule_L,0.3761
Precentral_L,Cuneus_R,0.3758
Cuneus_L,Occipital_Mid_R,0.3758
Frontal_Inf_Oper_R,Occipital_Mid_L,0.3756
Supp_Motor_Area_R,Hippocampus_L,0.3756
Lingual_R,Precuneus_L,0.3753
Frontal_Sup_L,Putamen_R,0.3752
Paracentral_Lobule_R,Caudate_R,0.3747
Calcarine_R,Paracentral_Lobule_R,0.3746
Cuneus_R,Lingual_L,0.3746
Hippocampus_L,Parietal_Sup_L,0.3746
Rolandic_Oper_L,Cerebelum_4_5_L,0.3743
Cuneus_L,Cerebelum_4_5_L,0.3742
Frontal_Mid_R,Calcarine_L,0.3741
Insula_L,Occipital_Sup_R,0.3735
Angular_R,Temporal_Mid_R,0.3735
Rolandic_Oper_R,Supp_Motor_Area_L,0.3734
Cuneus_R,Parietal_Sup_R,0.3729
Hippocampus_R,SupraMarginal_L,0.3726
Occipital_Sup_L,Parietal_Inf_R,0.3726
Frontal_Inf_Tri_R,Frontal_Inf_Orb_R,0.3726
Hippocampus_R,Cerebelum_4_5_R,0.3724
Fusiform_L,Cerebelum_4_5_R,0.3723
Hippocampus_L,Cuneus_L,0.3723
Temporal_Sup_L,Cerebelum_4_5_L,0.3721
Frontal_Inf_Oper_L,Lingual_L,0.3719
Postcentral_L,Temporal_Sup_R,0.3716
Cingulum_Mid_L,Lingual_R,0.3713
Supp_Motor_Area_R,Lingual_L,0.3711
Pallidum_L,Thalamus_L,0.3709
Hippocampus_L,Heschl_R,0.3708
SupraMarginal_R,Temporal_Sup_L,0.3708
Rolandic_Oper_L,Temporal_Mid_L,0.3707
Frontal_Inf_Tri_R,Putamen_R,0.3703
Frontal_Inf_Orb_L,Putamen_L,0.37
Thalamus_L,Cerebelum_4_5_L,0.3697
Frontal_Inf_Tri_R,Cuneus_R,0.3697
Frontal_Inf_Oper_R,Thalamus_L,0.3697
Cingulum_Ant_L,Angular_R,0.3697
Frontal_Sup_R,Temporal_Sup_R,0.3695
Frontal_Inf_Tri_R,Calcarine_R,0.3694
Calcarine_R,Fusiform_R,0.3693
Cingulum_Ant_L,SupraMarginal_L,0.3693
Frontal_Mid_L,Thalamus_R,0.3688
Cuneus_L,Caudate_L,0.3686
Heschl_L,Temporal_Sup_R,0.3685
Parietal_Sup_R,Thalamus_L,0.368
Cingulum_Mid_L,Lingual_L,0.3677
Frontal_Inf_Oper_R,Lingual_R,0.3676
Frontal_Inf_Tri_R,Parietal_Sup_R,0.3673
Angular_L,Caudate_R,0.3671
Lingual_R,Caudate_R,0.3669
Frontal_Inf_Orb_L,Insula_R,0.3668
Occipital_Mid_L,Postcentral_R,0.3667
Fusiform_L,Fusiform_R,0.3666
Frontal_Mid_R,Calcarine_R,0.3666
Parietal_Inf_L,Putamen_R,0.3663
Cingulum_Ant_L,Thalamus_R,0.3662
Insula_R,Cerebelum_4_5_R,0.3661
Putamen_L,Heschl_L,0.366
Hippocampus_L,Putamen_R,0.366
ParaHippocampal_L,Lingual_R,0.366
Frontal_Sup_Medial_R,Thalamus_R,0.3659
Precuneus_R,Heschl_R,0.3656
Hippocampus_L,Calcarine_L,0.3655
Rolandic_Oper_L,Occipital_Sup_R,0.3654
Occipital_Mid_L,Vermis_4_5,0.3653
Thalamus_L,Temporal_Sup_R,0.3653
Calcarine_R,Cerebelum_4_5_R,0.3652
Frontal_Inf_Tri_L,Frontal_Inf_Orb_L,0.3652
Frontal_Sup_L,Cuneus_R,0.3651
Cingulum_Post_L,Cerebelum_4_5_L,0.3648
Rolandic_Oper_R,SupraMarginal_L,0.3646
Hippocampus_R,Parietal_Inf_R,0.3646
Heschl_R,Temporal_Sup_L,0.3645
Precuneus_R,Heschl_L,0.3645
Lingual_L,Angular_R,0.3645
Rolandic_Oper_L,Paracentral_Lobule_R,0.3645
Putamen_L,Cerebelum_4_5_L,0.3644
Lingual_R,Occipital_Mid_L,0.3643
Parietal_Sup_R,Thalamus_R,0.3643
Calcarine_L,Paracentral_Lobule_R,0.3642
Frontal_Mid_R,Occipital_Sup_L,0.3641
Postcentral_R,Temporal_Sup_L,0.3641
Calcarine_L,Parietal_Sup_L,0.3639
Precentral_R,Occipital_Sup_R,0.3638
Frontal_Inf_Orb_L,Rolandic_Oper_L,0.3638
Rolandic_Oper_R,Thalamus_L,0.3637
Cingulum_Ant_L,Paracentral_Lobule_R,0.3637
Parietal_Sup_L,Caudate_L,0.3636
Cingulum_Ant_L,Temporal_Sup_L,0.3635
Caudate_L,Temporal_Sup_R,0.3635
Frontal_Mid_L,Putamen_R,0.3635
Hippocampus_R,Angular_L,0.3633
Occipital_Sup_L,Parietal_Sup_R,0.3631
Lingual_R,Parietal_Inf_L,0.363
Rolandic_Oper_R,Precuneus_L,0.363
Frontal_Sup_Medial_L,Thalamus_L,0.3629
Postcentral_L,Vermis_4_5,0.3629
Insula_L,Cerebelum_4_5_R,0.3627
Hippocampus_R,Cuneus_R,0.3626
Cingulum_Mid_L,Hippocampus_R,0.3626
Frontal_Inf_Tri_L,Angular_L,0.3625
Precuneus_R,Vermis_4_5,0.3623
Cuneus_R,Cerebelum_4_5_L,0.3623
Occipital_Sup_L,SupraMarginal_L,0.362
Calcarine_L,Vermis_3,0.362
Occipital_Mid_L,Cerebelum_4_5_L,0.362
Cingulum_Mid_L,Temporal_Sup_L,0.3618
Thalamus_R,Cerebelum_4_5_L,0.3616
Rolandic_Oper_R,Paracentral_Lobule_L,0.3615
Occipital_Mid_L,Parietal_Sup_L,0.3613
Insula_L,Temporal_Sup_R,0.361
Cingulum_Ant_R,SupraMarginal_R,0.3609
Frontal_Mid_R,Putamen_R,0.3607
Caudate_L,Pallidum_L,0.3606
Calcarine_L,Caudate_L,0.3604
Thalamus_R,Temporal_Sup_L,0.3602
Frontal_Mid_L,Calcarine_L,0.36
Precuneus_L,Vermis_4_5,0.3599
Frontal_Inf_Tri_R,Thalamus_R,0.3597
Lingual_R,Angular_R,0.3593
Supp_Motor_Area_R,Occipital_Sup_L,0.3591
Hippocampus_L,Vermis_4_5,0.3591
Lingual_R,Occipital_Sup_L,0.3589
Hippocampus_L,Caudate_L,0.3585
Supp_Motor_Area_L,Occipital_Sup_L,0.3583
Lingual_L,Caudate_R,0.3583
Insula_R,Angular_L,0.3582
Supp_Motor_Area_L,Temporal_Sup_R,0.358
Calcarine_R,Thalamus_R,0.358
Parietal_Inf_L,Temporal_Mid_L,0.3578
ParaHippocampal_R,Vermis_4_5,0.3577
Cingulum_Post_R,Temporal_Mid_L,0.3574
Cuneus_R,Parietal_Inf_R,0.3573
Cuneus_R,Temporal_Sup_L,0.3572
Caudate_R,Pallidum_R,0.3572
Putamen_L,Temporal_Pole_Sup_L,0.3571
Frontal_Inf_Tri_L,Calcarine_R,0.357
SupraMarginal_L,Angular_R,0.3567
Supp_Motor_Area_L,Lingual_L,0.3563
Occipital_Mid_R,Angular_R,0.3563
Postcentral_R,Vermis_4_5,0.356
Frontal_Inf_Tri_L,Paracentral_Lobule_R,0.3558
Hippocampus_R,Temporal_Sup_L,0.3556
Parietal_Inf_R,Caudate_R,0.3555
Supp_Motor_Area_R,Temporal_Sup_L,0.3554
Cingulum_Mid_R,Occipital_Sup_R,0.3553
Angular_L,Thalamus_R,0.3552
Caudate_R,Vermis_4_5,0.355
Cuneus_L,Temporal_Sup_L,0.355
Precentral_R,Temporal_Sup_R,0.3549
Hippocampus_L,Cuneus_R,0.3546
Occipital_Sup_L,Putamen_L,0.3546
Frontal_Sup_L,Occipital_Sup_L,0.3545
Occipital_Mid_L,Temporal_Sup_L,0.3544
Frontal_Inf_Tri_R,Parietal_Sup_L,0.3543
Occipital_Sup_L,Cerebelum_4_5_L,0.3542
Cingulum_Post_L,Temporal_Sup_R,0.3542
Frontal_Inf_Oper_L,Rolandic_Oper_R,0.3541
Cingulum_Ant_R,Paracentral_Lobule_R,0.354
Hippocampus_L,SupraMarginal_R,0.354
Angular_R,Thalamus_R,0.3539
Precuneus_R,Temporal_Mid_L,0.3538
Thalamus_L,Temporal_Mid_L,0.3538
Occipital_Sup_L,Occipital_Mid_R,0.3533
Cingulum_Mid_R,Temporal_Sup_L,0.3532
Cingulum_Ant_L,Parietal_Inf_R,0.3532
Caudate_R,Heschl_L,0.3529
Frontal_Mid_Orb_L,Frontal_Inf_Orb_L,0.3528
Cingulum_Mid_R,Vermis_4_5,0.3528
Frontal_Inf_Oper_L,Parietal_Sup_R,0.3525
Cuneus_R,Putamen_L,0.3525
Frontal_Med_Orb_L,Cingulum_Ant_L,0.3523
Rolandic_Oper_R,Occipital_Sup_R,0.3523
Precentral_R,Lingual_L,0.3522
ParaHippocampal_R,Cerebelum_3_R,0.3521
Precentral_L,Occipital_Sup_R,0.352
Hippocampus_L,Postcentral_R,0.352
Cingulum_Mid_L,Temporal_Sup_R,0.3519
Angular_R,Vermis_4_5,0.3518
Frontal_Inf_Tri_L,Parietal_Sup_L,0.3518
Putamen_R,Temporal_Pole_Sup_L,0.3517
Precentral_R,Occipital_Mid_L,0.3514
Cingulum_Mid_L,Occipital_Sup_R,0.3514
Rolandic_Oper_R,Occipital_Mid_L,0.3514
Precentral_R,Hippocampus_L,0.3512
Occipital_Mid_L,Putamen_L,0.3511
Occipital_Sup_L,Vermis_4_5,0.3509
Rolandic_Oper_R,Cuneus_R,0.3505
Cingulum_Post_R,Temporal_Sup_R,0.3504
Parietal_Inf_R,Putamen_L,0.3503
Angular_L,Vermis_4_5,0.3502
Rolandic_Oper_R,Parietal_Inf_L,0.3499
Precuneus_L,Putamen_R,0.3498
Cuneus_R,Temporal_Mid_R,0.3497
Insula_L,Parietal_Sup_L,0.3497
Lingual_L,Temporal_Mid_L,0.3492
Calcarine_L,Fusiform_L,0.3491
Precentral_L,Rolandic_Oper_R,0.3488
Cuneus_R,Vermis_4_5,0.3488
Cerebelum_3_L,Vermis_4_5,0.3486
Rolandic_Oper_R,Paracentral_Lobule_R,0.3484
Hippocampus_R,Caudate_L,0.3482
Cingulum_Mid_L,Occipital_Mid_L,0.348
Frontal_Inf_Tri_L,Parietal_Inf_R,0.3479
Paracentral_Lobule_L,Putamen_L,0.3479
Temporal_Sup_R,Vermis_4_5,0.3479
Supp_Motor_Area_L,Hippocampus_L,0.3477
Rolandic_Oper_L,Angular_R,0.3477
Precuneus_L,Temporal_Sup_L,0.3476
Frontal_Inf_Orb_R,Putamen_L,0.3475
Hippocampus_R,Parietal_Sup_L,0.3472
Cingulum_Mid_L,Vermis_4_5,0.3472
Cingulum_Mid_R,Occipital_Mid_L,0.3472
Paracentral_Lobule_L,Putamen_R,0.3471
SupraMarginal_R,Cerebelum_4_5_L,0.347
Precentral_R,Lingual_R,0.3469
Supp_Motor_Area_L,Vermis_4_5,0.3468
Precentral_L,Lingual_R,0.3466
Olfactory_L,Olfactory_R,0.3452
Frontal_Med_Orb_R,Insula_R,0.3451
Lingual_R,Caudate_L,0.3448
Frontal_Med_Orb_R,Cingulum_Ant_L,0.3448
Precentral_L,Hippocampus_L,0.3441
Angular_R,Heschl_R,0.3441
Hippocampus_R,Occipital_Sup_L,0.3441
Frontal_Inf_Tri_L,Cuneus_L,0.344
Frontal_Mid_R,Cuneus_R,0.344
Frontal_Inf_Tri_R,SupraMarginal_L,0.3438
Frontal_Sup_L,Temporal_Sup_L,0.3437
Supp_Motor_Area_L,Lingual_R,0.3435
Hippocampus_R,Postcentral_R,0.3435
Cuneus_L,Temporal_Mid_R,0.3431
Rolandic_Oper_L,Cerebelum_4_5_R,0.3428
Angular_L,Cerebelum_4_5_L,0.3428
Frontal_Inf_Tri_L,SupraMarginal_R,0.3426
Frontal_Mid_R,Occipital_Mid_L,0.3424
Cuneus_L,Heschl_R,0.3421
Cuneus_R,Lingual_R,0.342
Rolandic_Oper_L,Hippocampus_L,0.3418
Calcarine_L,Caudate_R,0.3418
Frontal_Inf_Oper_L,Temporal_Sup_L,0.3413
Occipital_Mid_L,SupraMarginal_R,0.3413
Fusiform_L,Temporal_Mid_L,0.3411
Lingual_L,Temporal_Sup_R,0.3411
Calcarine_R,Parietal_Sup_R,0.3409
Hippocampus_R,Paracentral_Lobule_L,0.3408
Rolandic_Oper_L,Parietal_Sup_L,0.3408
Postcentral_R,Heschl_L,0.3407
Frontal_Sup_R,Cerebelum_4_5_L,0.3407
ParaHippocampal_R,Lingual_L,0.3405
Frontal_Sup_Orb_L,Insula_R,0.3404
Cuneus_L,Thalamus_L,0.3403
Supp_Motor_Area_L,Heschl_L,0.3402
Cingulum_Ant_R,Occipital_Mid_L,0.3401
Frontal_Inf_Tri_R,Occipital_Sup_L,0.34
Hippocampus_L,Fusiform_L,0.3399
Frontal_Inf_Tri_L,Thalamus_L,0.3398
Insula_R,Parietal_Sup_L,0.3395
Postcentral_R,Heschl_R,0.3394
Hippocampus_L,Putamen_L,0.3393
Lingual_R,Cerebelum_3_L,0.3392
Cuneus_R,Paracentral_Lobule_L,0.3391
ParaHippocampal_L,Cerebelum_3_L,0.3385
Parietal_Sup_R,Caudate_L,0.3385
Insula_R,Parietal_Sup_R,0.3383
Calcarine_L,Thalamus_L,0.3382
Cerebelum_3_L,Cerebelum_4_5_R,0.3382
Cingulum_Ant_R,Cerebelum_4_5_L,0.3381
Hippocampus_L,Occipital_Sup_L,0.338
Occipital_Sup_L,Paracentral_Lobule_L,0.3378
Paracentral_Lobule_R,Temporal_Sup_R,0.3378
Precentral_L,Lingual_L,0.3376
Supp_Motor_Area_R,Hippocampus_R,0.3376
Frontal_Sup_L,Vermis_4_5,0.3376
Frontal_Sup_L,Lingual_R,0.3374
Parietal_Inf_L,Temporal_Sup_R,0.3372
Lingual_R,Cerebelum_3_R,0.3372
Putamen_R,Cerebelum_4_5_L,0.3372
Lingual_L,Thalamus_R,0.3371
Cingulum_Ant_L,Occipital_Mid_L,0.3368
Cuneus_R,SupraMarginal_L,0.3366
Temporal_Sup_R,Temporal_Mid_L,0.3365
Parietal_Sup_R,Temporal_Sup_R,0.3365
Pallidum_L,Heschl_L,0.3365
Frontal_Mid_L,Cuneus_R,0.3365
Frontal_Sup_Medial_R,Cerebelum_4_5_L,0.3365
Rolandic_Oper_R,Temporal_Pole_Sup_L,0.3365
Precentral_L,Occipital_Mid_L,0.3364
Lingual_L,Occipital_Sup_R,0.3363
Supp_Motor_Area_L,Hippocampus_R,0.3356
Cingulum_Post_L,Heschl_R,0.3356
Insula_L,Hippocampus_L,0.3354
Supp_Motor_Area_R,Lingual_R,0.3352
Occipital_Sup_L,Caudate_L,0.3351
Rolandic_Oper_L,Hippocampus_R,0.3351
Frontal_Inf_Oper_L,Vermis_4_5,0.335
Rolandic_Oper_R,Thalamus_R,0.3347
Cerebelum_3_R,Cerebelum_4_5_L,0.3338
Insula_L,Vermis_3,0.3336
Paracentral_Lobule_L,Heschl_L,0.3335
Parietal_Inf_L,Heschl_R,0.3333
Postcentral_L,Heschl_R,0.3332
Caudate_L,Vermis_4_5,0.3331
Supp_Motor_Area_R,Heschl_L,0.3331
Putamen_R,Temporal_Sup_R,0.3328
Cingulum_Ant_L,Cerebelum_4_5_L,0.3327
Precuneus_L,Heschl_R,0.3324
Rolandic_Oper_R,Occipital_Sup_L,0.3323
Frontal_Inf_Oper_R,Frontal_Inf_Orb_R,0.3322
Frontal_Inf_Oper_L,Occipital_Sup_R,0.3321
Frontal_Sup_Medial_R,Thalamus_L,0.332
Frontal_Sup_Orb_L,Insula_L,0.3317
Vermis_1_2,Vermis_3,0.3316
Cingulum_Ant_L,Pallidum_L,0.3316
Insula_R,Temporal_Pole_Sup_R,0.3316
Fusiform_L,Temporal_Sup_L,0.3316
Angular_R,Putamen_L,0.3315
ParaHippocampal_L,SupraMarginal_L,0.3314
ParaHippocampal_L,Angular_L,0.3312
Occipital_Sup_R,Vermis_4_5,0.3312
Lingual_L,Cerebelum_3_L,0.3311
Frontal_Sup_L,Temporal_Sup_R,0.3311
ParaHippocampal_L,Thalamus_R,0.331
Paracentral_Lobule_R,Putamen_R,0.3308
Cingulum_Mid_L,Temporal_Mid_L,0.3306
Frontal_Inf_Tri_R,Angular_L,0.3305
Cingulum_Ant_L,Angular_L,0.3304
Paracentral_Lobule_L,Temporal_Sup_R,0.3303
Cuneus_R,Paracentral_Lobule_R,0.3303
Thalamus_R,Vermis_3,0.3303
Frontal_Sup_R,Temporal_Sup_L,0.3302
Cingulum_Ant_L,Parietal_Sup_L,0.3302
Heschl_L,Temporal_Mid_L,0.3296
Parietal_Inf_R,Heschl_R,0.3295
Frontal_Sup_Orb_L,Cingulum_Ant_L,0.3293
Cingulum_Ant_L,Cuneus_R,0.3293
Paracentral_Lobule_R,Putamen_L,0.3292
Insula_R,Hippocampus_R,0.3292
Lingual_L,Parietal_Inf_R,0.3291
Frontal_Inf_Orb_L,Rolandic_Oper_R,0.3289
Frontal_Sup_L,Rolandic_Oper_R,0.3287
Cingulum_Mid_L,Heschl_L,0.3287
Insula_L,Temporal_Mid_L,0.3283
Frontal_Sup_Medial_R,Temporal_Sup_R,0.3283
ParaHippocampal_R,Vermis_3,0.3282
